16.81,1494.49,8.239,-9.545,0
16.86,1494.89,7.763,-9.51,0
16.91,1495.267,7.288,-9.495,0
16.96,1495.619,6.813,-9.472,0
17.01,1495.948,6.34,-9.447,0
17.06,1496.253,5.869,-9.431,0
17.11,1496.535,5.397,-9.415,0
17.16,1496.793,4.928,-9.375,0
17.21,1497.028,4.459,-9.345,0
17.26,1497.239,3.993,-9.3,0
17.31,1497.427,3.529,-9.272,0
17.36,1497.592,3.067,-9.228,0
17.41,1497.734,2.606,-9.193,0
17.46,1497.853,2.147,-9.157,0
17.51,1497.948,1.691,-9.117,0
17.56,1498.022,1.235,-9.09,0
17.61,1498.072,0.782,-9.043,0
17.66,1498.1,0.33,-9.023,0
17.71,1498.105,-0.12,-8.994,0
17.76,1498.088,-0.568,-8.931,0
17.763,1498.086,-0.596,-8.981,0
17.787,1498.069,-0.809,-8.946,0
17.811,1498.047,-1.023,-8.683,0
17.837,1498.018,-1.241,-8.442,0
17.864,1497.981,-1.462,-8.219,0
17.896,1497.93,-1.72,-8.006,0
17.935,1497.857,-2.021,-7.77,0
17.977,1497.765,-2.34,-7.52,0
18.039,1497.608,-2.784,-7.245,0
18.099,1497.426,-3.203,-6.913,0
18.174,1497.168,-3.698,-6.606,0
18.288,1496.709,-4.398,-6.169,0
18.411,1496.125,-5.078,-5.522,0
18.544,1495.404,-5.723,-4.83,0
18.681,1494.587,-6.283,-4.111,0
18.828,1493.628,-6.752,-3.186,0
18.996,1492.459,-7.173,-2.509,0
19.204,1490.926,-7.538,-1.754,0
19.437,1489.141,-7.8,-1.125,0
19.831,1486.024,-8.028,-0.578,0
20.228,1482.823,-8.09,-0.157,0
20.728,1478.778,-8.09,0.002,0
21.228,1474.729,-8.107,-0.034,0
21.728,1470.678,-8.097,0.02,0
22.228,1466.629,-8.101,-0.009,0
22.728,1462.579,-8.098,0.006,0
23.228,1458.53,-8.097,0.003,0
23.728,1454.483,-8.093,0.008,0
24.228,1450.437,-8.089,0.007,0
24.728,1446.391,-8.092,-0.006,0
25.228,1442.347,-8.087,0.011,0
25.728,1438.304,-8.083,0.008,0
26.228,1434.262,-8.088,-0.01,0
26.728,1430.219,-8.085,0.005,0
27.228,1426.178,-8.079,0.012,0
27.728,1422.137,-8.082,-0.006,0
28.228,1418.097,-8.079,0.005,0
28.728,1414.057,-8.079,0.002,0
29.228,1410.019,-8.076,0.006,0
29.728,1405.981,-8.074,0.003,0
30.228,1401.945,-8.072,0.003,0
30.728,1397.91,-8.068,0.008,0
31.228,1393.875,-8.071,-0.005,0
31.728,1389.84,-8.069,0.005,0
32.228,1385.806,-8.066,0.005,0
32.728,1381.774,-8.064,0.005,0
33.228,1377.742,-8.064,7.715e-5,0
33.728,1373.711,-8.06,0.007,0
34.228,1369.681,-8.061,-8.976e-4,0
34.728,1365.651,-8.056,0.009,0
35.228,1361.623,-8.058,-0.004,0
35.728,1357.595,-8.055,0.006,0
36.228,1353.568,-8.054,2.952e-4,0
36.728,1349.542,-8.05,0.009,0
37.228,1345.517,-8.049,0.002,0
37.728,1341.493,-8.046,0.006,0
38.228,1337.47,-8.048,-0.004,0
38.728,1333.447,-8.042,0.011,0
39.228,1329.425,-8.045,-0.005,0
39.728,1325.406,-8.03,0.031,0
40.228,1321.388,-8.044,-0.028,0
40.728,1317.367,-8.039,0.01,0
41.228,1313.348,-8.038,0.001,0
41.728,1309.331,-8.031,0.015,0
42.228,1305.314,-8.035,-0.008,0
42.728,1301.299,-8.026,0.019,0
43.228,1297.285,-8.031,-0.01,0
43.728,1293.27,-8.03,0.002,0
44.228,1289.255,-8.029,0.003,0
44.728,1285.242,-8.025,0.007,0
45.228,1281.23,-8.023,0.004,0
45.728,1277.219,-8.021,0.004,0
46.228,1273.208,-8.023,-0.003,0
46.728,1269.197,-8.02,0.004,0
47.228,1265.187,-8.018,0.005,0
47.728,1261.18,-8.011,0.014,0
48.228,1257.173,-8.016,-0.011,0
48.728,1253.166,-8.011,0.01,0
49.228,1249.16,-8.013,-0.003,0
49.728,1245.155,-8.009,0.007,0
50.228,1241.15,-8.01,-7.605e-4,0
50.728,1237.146,-8.006,0.007,0
51.228,1233.143,-8.006,-5.593e-4,0
51.728,1229.142,-7.999,0.015,0
52.228,1225.141,-8.003,-0.008,0
52.728,1221.141,-7.999,0.008,0
53.228,1217.141,-8,-0.003,0
53.728,1213.141,-7.998,0.004,0
54.228,1209.142,-7.997,0.003,0
54.728,1205.146,-7.99,0.013,0
55.228,1201.149,-7.995,-0.009,0
55.728,1197.153,-7.99,0.009,0
56.228,1193.158,-7.991,-0.002,0
56.728,1189.164,-7.984,0.014,0
57.228,1185.171,-7.987,-0.006,0
57.728,1181.178,-7.986,0.002,0
58.228,1177.186,-7.981,0.01,0
58.728,1173.195,-7.984,-0.005,0
59.228,1169.204,-7.981,0.005,0
59.728,1165.214,-7.98,0.002,0
60.228,1161.224,-7.978,0.003,0
60.728,1157.236,-7.976,0.004,0
61.228,1153.248,-7.974,0.005,0
61.728,1149.262,-7.972,0.004,0
62.228,1145.278,-7.965,0.014,0
62.728,1141.294,-7.971,-0.014,0
63.228,1137.309,-7.969,0.006,0
63.728,1133.326,-7.961,0.016,0
64.228,1129.345,-7.967,-0.012,0
64.728,1125.362,-7.964,0.006,0
65.228,1121.381,-7.96,0.007,0
65.728,1117.401,-7.959,0.002,0
66.228,1113.421,-7.96,-0.002,0
66.728,1109.443,-7.955,0.01,0
67.228,1105.465,-7.957,-0.004,0
67.728,1101.487,-7.955,0.004,0
68.228,1097.51,-7.953,0.004,0
68.728,1093.535,-7.949,0.007,0
69.228,1089.561,-7.947,0.004,0
69.728,1085.587,-7.95,-0.006,0
70.228,1081.612,-7.947,0.006,0
70.728,1077.642,-7.935,0.024,0
71.228,1073.673,-7.941,-0.011,0
71.728,1069.703,-7.939,0.004,0
72.228,1065.733,-7.939,-2.077e-4,0
72.728,1061.764,-7.94,-0.003,0
73.228,1057.794,-7.937,0.006,0
73.728,1053.826,-7.937,9.422e-4,0
74.228,1049.858,-7.935,0.003,0
74.728,1045.892,-7.93,0.011,0
75.228,1041.926,-7.933,-0.006,0
75.728,1037.96,-7.931,0.004,0
76.228,1033.997,-7.921,0.02,0
76.728,1030.035,-7.93,-0.017,0
77.228,1026.071,-7.925,0.008,0
77.728,1022.108,-7.925,3.102e-4,0
78.228,1018.148,-7.915,0.02,0
78.728,1014.188,-7.924,-0.017,0
79.228,1010.227,-7.92,0.007,0
79.728,1006.268,-7.919,0.003,0
80.228,1002.31,-7.914,0.009,0
80.728,998.352,-7.916,-0.004,0
81.228,994.394,-7.914,0.004,0
81.728,990.438,-7.912,0.005,0
82.228,986.482,-7.91,0.003,0
82.728,982.528,-7.907,0.008,0
83.228,978.574,-7.908,-0.003,0
83.728,974.62,-7.907,0.003,0
84.228,970.668,-7.903,0.007,0
84.728,966.718,-7.898,0.009,0
85.228,962.768,-7.903,-0.009,0
85.728,958.817,-7.899,0.008,0
86.228,954.868,-7.896,0.006,0
86.728,950.92,-7.898,-0.003,0
87.228,946.972,-7.894,0.007,0
87.728,943.025,-7.894,0.001,0
88.228,939.079,-7.89,0.007,0
88.728,935.134,-7.891,-0.001,0
89.228,931.191,-7.88,0.022,0
89.728,927.249,-7.89,-0.02,0
90.228,923.305,-7.884,0.012,0
90.728,919.363,-7.885,-0.002,0
91.228,915.421,-7.883,0.004,0
91.728,911.48,-7.88,0.007,0
92.228,907.542,-7.873,0.013,0
92.728,903.604,-7.88,-0.014,0
93.228,899.665,-7.876,0.007,0
93.728,895.727,-7.875,0.002,0
94.228,891.792,-7.864,0.024,0
94.728,887.858,-7.871,-0.016,0
95.228,883.923,-7.87,0.004,0
95.728,879.989,-7.868,0.004,0
96.228,876.055,-7.868,-6.401e-4,0
96.728,872.121,-7.866,0.004,0
97.228,868.188,-7.865,0.002,0
97.728,864.258,-7.859,0.012,0
98.228,860.327,-7.862,-0.007,0
98.728,856.398,-7.857,0.01,0
99.228,852.469,-7.859,-0.005,0
99.728,848.54,-7.856,0.006,0
100.228,844.612,-7.855,0.003,0
100.728,840.685,-7.854,0.002,0
101.228,836.759,-7.85,0.007,0
101.728,832.833,-7.851,-0.002,0
102.228,828.908,-7.849,0.005,0
102.728,824.984,-7.848,0.002,0
103.228,821.06,-7.846,0.004,0
103.728,817.138,-7.845,0.002,0
104.228,813.218,-7.833,0.023,0
104.714,809.405,-7.84,-0.014,0
105.214,805.484,-7.841,-0.002,0
105.714,801.566,-7.834,0.014,0
106.214,797.648,-7.837,-0.006,0
106.714,793.73,-7.836,0.001,0
107.214,789.814,-7.829,0.013,0
107.714,785.899,-7.831,-0.004,0
108.214,781.983,-7.831,5.472e-4,0
108.714,778.069,-7.825,0.012,0
109.214,774.156,-7.826,-0.002,0
109.714,770.243,-7.827,-0.003,0
110.214,766.33,-7.825,0.006,0
110.714,762.418,-7.824,9.989e-4,0
111.214,758.506,-7.822,0.004,0
111.714,754.596,-7.819,0.005,0
112.214,750.687,-7.819,6.93e-4,0
